Product,Product_ID,Category,Reviews_Q1,Reviews_Q2,Reviews_Q3,Reviews_Q4,Sales_Units
43202736 - Nike Mens Chicago Bears Jared Allen Game Team Jersey,43202736,NFL Apparel,0,0,0,1,0
43212456 - Starter Mens Denver Broncos Alternate Satin Jacket,43212456,NFL Apparel,0,0,0,1,13
43558396 - Starter Mens New York Jets Satin Jacket,43558396,NFL Apparel,0,0,0,1,3
43997326 - Nike Womens Washington Redskins Alfred Morris Game Team Jersey,43997326,NFL Apparel,0,0,0,0,0
46208386 - Nike Mens Denver Broncos T.J. Ward Game Team Jersey,46208386,NFL Apparel,0,1,1,0,0
46493396 - G-III Womens San Francisco 49ers Team Captain Short-Sleeve T-Shirt,46493396,NFL Apparel,0,0,1,0,0
46493456 - G-III Womens Miami Dolphins Team Captain Short-Sleeve T-Shirt,46493456,NFL Apparel,0,0,0,0,0
46618406 - Nike Womens Carolina Panthers Cam Newton Game White Jersey,46618406,NFL Apparel,0,0,1,0,1
46618426 - Nike Mens Green Bay Packers Julius Peppers Game Team Jersey,46618426,NFL Apparel,0,0,0,0,0
46881876 - Nike Mens Seattle Seahawks Fast Logo Short-Sleeve T-Shirt,46881876,NFL Apparel,0,0,0,1,2
46881886 - Nike Womens Seattle Seahawks Faster Tri-Blend Short-Sleeve V-Neck,46881886,NFL Apparel,0,0,0,0,1
49227936 - Antigua Mens Philadelphia Eagles Illusion Short Sleeve Polo,49227936,NFL Apparel,0,0,1,0,0
49243256 - NFL Team Apparel Youth Atlanta Falcons Matt Ryan Name And Number Short-Sleeve T-Shirt,49243256,NFL Apparel,0,0,0,1,0
49243296 - NFL Team Apparel Youth Denver Broncos Julius Thomas Name And Number Short-Sleeve T-Shirt,49243296,NFL Apparel,0,0,1,0,0
49573246 - Antigua Mens Buffalo Bills Flight Full Zip Jacket,49573246,NFL Apparel,1,0,0,0,3
49619846 - Antigua Mens San Francisco 49ers Flight Full Zip Jacket,49619846,NFL Apparel,0,0,1,0,0
49847716 - Nike Mens Seattle Seahawks Steven Hauschka Game Team Jersey,49847716,NFL Apparel,0,0,1,0,1
49969966 - Nike Mens Minnesota Vikings Cordarelle Patterson Game Team Jersey,49969966,NFL Apparel,0,0,0,0,0
49970136 - Nike Mens Seattle Seahawks Speed Word Performance Hoodie,49970136,NFL Apparel,0,0,1,0,8
51197566 - Nike Mens New England Patriots Tom Brady Game Jersey,51197566,NFL Apparel,0,1,3,1,24
51197626 - Nike Mens New England Patriots Rob Gronkowski Game Jersey,51197626,NFL Apparel,0,0,0,0,8
51374066 - Nike Mens Philadelphia Eagles Performance KO Wordmark Essential Hoodie,51374066,NFL Apparel,0,0,0,0,0
51448756 - Nike Mens San Diego Chargers Legend Team Just Do It Short-Sleeve T-Shirt ,51448756,NFL Apparel,0,0,0,1,0
51448926 - Nike Mens New England Patriots Julian Edelman Game Team Jersey,51448926,NFL Apparel,0,0,0,0,9
52155836 - NFL Team Apparel Youth Denver Broncos Peyton Manning Touchdown Record Short-Sleeve T-Shir,52155836,NFL Apparel,0,0,1,0,1
52155906 - Nike Youth Philadelphia Eagles Darren Sproles Game Jersey,52155906,NFL Apparel,0,0,0,0,1
53311266 - Forever Collectibles Mens Chicago Bears Busy Block Ugly Sweater,53311266,NFL Apparel,0,0,0,0,1
53433056 - Forever Collectibles Mens New Orleans Saints Busy Block Ugly Sweater,53433056,NFL Apparel,0,0,0,0,0
53433086 - Forever Collectibles Mens Washington Redskins Busy Block Ugly Sweater,53433086,NFL Apparel,0,0,0,0,0
56806806 - Nike Mens New England Patriots Speed Wordmark Performance Hoodie,56806806,NFL Apparel,0,0,0,0,1
56945016 - Nike Mens Seattle Seahawks Richard Sherman Game Jersey,56945016,NFL Apparel,0,0,0,0,4
56945036 - Nike Mens Seattle Seahawks Fast Wordmark Short-Sleeve T-Shirt,56945036,NFL Apparel,0,0,0,0,2
57112406 - G-III Womens Seattle Seahawks Wildcat Full-Zip Hoodie,57112406,NFL Apparel,0,0,0,1,0
57313036 - Nike Mens Seattle Seahawks 2014 NFC Conference Champions Locker Room Short-Sleeve T-Shirt,57313036,NFL Apparel,0,0,0,0,16
57463906 - Nike Mens New England Patriots Fast Logo Short-Sleeve T-Shirt,57463906,NFL Apparel,0,0,0,1,4
57860156 - NFL Team Apparel Youth New England Patriots Super Bowl XLIX Champions Locker Room T-Shirt,57860156,NFL Apparel,0,0,0,3,4
58205246 - Antigua Mens New England Patriots Super Bowl XLIX Leader Pullover Jacket,58205246,NFL Apparel,0,0,0,1,0
58205266 - Antigua Mens New England Patriots Super Bowl XLIX Pique Xtra Lite Polo,58205266,NFL Apparel,0,0,0,1,0
58234176 - Antigua Womens New England Patriots Super Bowl XLIX Delta Pullover Shirt,58234176,NFL Apparel,0,0,0,1,1
58234196 - Antigua Womens New England Patriots Super Bowl XLIX Leader Jacket,58234196,NFL Apparel,0,0,0,1,0
58699776 - Nike Womens New England Patriots Julian Edelman Game Team Jersey,58699776,NFL Apparel,0,0,1,0,1
215465 - Jugs Curveball Pitching Machine,215465,Training Aid,1,0,0,1,0
219318 - Jugs Lite Flite Softballs by the Dozen,219318,Training Aid,1,0,0,0,4
240176 - Jugs Softball Pitching Machine,240176,Training Aid,0,1,1,1,0
240178 - Jugs Football Machine,240178,Training Aid,0,0,1,0,0
295140 - Jugs Jr. Baseball Pitching Machine,295140,Training Aid,0,1,0,0,0
400066 - Jugs Hitting Tee,400066,Training Aid,4,3,2,1,8
429870 - Kwik Goal AFR-2 Soccer Rebounder (5 x 10)- Single,429870,Training Aid,0,0,0,1,2
713863 - Franklin Tournament Soccer Rebounder (6 x 12),713863,Training Aid,0,2,0,0,24
768185 - Kwik Goal Kwik Back Rebounder (4 x 5)-Single,768185,Training Aid,0,0,1,1,2
943799 - Jugs Pitching Machine Cover,943799,Training Aid,1,0,0,0,0
946639 - Mylec Sharp Shooter Pro 72 Inch Hockey Target,946639,Training Aid,0,2,0,1,5
973979 - Kwik Goal Soccer Coaching Sticks,973979,Training Aid,1,1,0,0,2
1029920 - Dirx 96 Ounce Warm Up Bat by Schutt,1029920,Training Aid,0,1,0,2,0
1268954 - Kwik Goal Speed Training Rings (Set of 12),1268954,Training Aid,0,0,1,0,2
1271188 - Jugs Lite Flite Pitching Machine,1271188,Training Aid,5,6,4,9,1
1744375 - Champion Sports Speed & Agility Ladder,1744375,Training Aid,2,0,0,0,2
1744377 - Champion Sports Hurdle Cone Set,1744377,Training Aid,0,1,2,0,2
1852220 - Franklin MLB 3 Position Batting Tee,1852220,Training Aid,2,1,4,2,4
1928240 - Gill Athletics Web Agility Ladder,1928240,Training Aid,1,0,0,0,13
1953854 - Tandem Sport Volleyball Pass Rite,1953854,Training Aid,2,2,6,5,4
1953856 - Tandem Sport Volleyball Pal,1953856,Training Aid,1,7,7,14,14
2031440 - Pro-Down Collegiate Football Shield,2031440,Training Aid,0,6,8,2,2
2137763 - Wilson Pro Kick,2137763,Training Aid,1,1,2,1,0
2161061 - PUGG 4 Footer Portable Soccer Training Goals and Bag - Pair,2161061,Training Aid,10,10,20,7,15
2467335 - SKLZ Target Swing Trainer - Softball,2467335,Training Aid,1,0,1,3,13
2524846 - Franklin 2-IN-Trainer Pitch Target & Return,2524846,Training Aid,19,16,13,17,25
2674373 - Jugs Lite Flite 18 Baseball Ball Feeder,2674373,Training Aid,1,2,0,1,0
2747797 - Jugs Softball Machine with Transport Cart,2747797,Training Aid,0,1,0,1,0
2915695 - Mylec Ultra Pro Hockey Training Mat,2915695,Training Aid,0,0,0,1,5
2946540 - Pro Down Football Shiver Pads,2946540,Training Aid,0,1,0,0,5
2966466 - Trend Sports Base Hit Real Pitching Machine,2966466,Training Aid,2,0,0,0,18
2966467 - Trend Sports Power Alley Home Batting Cage,2966467,Training Aid,1,0,0,0,21
2966470 - Trend Sports Xtender 24 Home Batting Cage,2966470,Training Aid,2,0,0,0,5
3016748 - Jugs Small Ball Hitting Stick,3016748,Training Aid,0,0,0,1,0
3056604 - Trend Sports Xtender 48 Home Batting Cage,3056604,Training Aid,1,0,0,0,2
3056622 - Trend Sports Heater Combo Pitching Machine and Xtender 24 Batting Cage,3056622,Training Aid,1,0,0,0,3
3151979 - Tandem Volleyball Vertical Challenger,3151979,Training Aid,1,4,3,0,6
3151988 - Tandem Sport Volleyball Target Challenger,3151988,Training Aid,0,1,0,2,2
3151989 - Tandem Volleyball Spike Challenger,3151989,Training Aid,0,0,1,0,0
3499450 - Trend Sports Xtender 30 Home Batting Cage,3499450,Training Aid,1,1,0,2,1
3684195 - Pro-Down Varsity Kicking Net,3684195,Training Aid,3,2,3,1,1
3720792 - Jugs Field General Football Machine,3720792,Training Aid,0,1,0,0,0
3889342 - SKLZ 5-Position Batting Tee,3889342,Training Aid,1,2,3,4,24
3889344 - SKLZ Fast Pitch Reaction Ball,3889344,Training Aid,1,3,1,3,1
4054165 - SKLZ Shoot Around Rotatable Rapid Ball Return,4054165,Training Aid,3,11,7,3,8
4272818 - SKLZ Pitchback - Youth,4272818,Training Aid,8,11,13,7,13
4316881 - Nike Soccer Training Cones,4316881,Training Aid,1,1,0,4,44
10967768 - WARRIOR Monster Shooting Lacrosse Target,10967768,Training Aid,0,0,0,1,2
11129535 - Bownet Portable Big Mouth Soft Toss Baseball/Softball Net,11129535,Training Aid,23,29,24,33,112
11129536 - Bownet Portable Soft-Toss Baseball/Softball Net,11129536,Training Aid,2,1,0,2,4
11319077 - SKLZ Speed Chute,11319077,Training Aid,2,2,3,3,10
11319078 - SKLZ Quick Ladder,11319078,Training Aid,12,44,39,49,98
11555624 - SKLZ StarKick Solo Soccer Trainer,11555624,Training Aid,0,1,1,1,31
11654747 - SKLZ Football Agility Poles,11654747,Training Aid,1,5,4,4,42
11654748 - SKLZ Balanz Board,11654748,Training Aid,2,0,0,2,10
11654753 - SKLZ DRLZ Timer,11654753,Training Aid,2,1,0,2,2
11654756 - SKLZ Agility Cones,11654756,Training Aid,2,4,3,6,11
11654757 - SKLZ Speed Striker,11654757,Training Aid,1,1,2,1,2
11654759 - SKLZ Weighted Speed Rope,11654759,Training Aid,10,15,7,14,3
11853482 - SKLZ Lightning Bolt Pitching Machine,11853482,Training Aid,10,4,8,12,18
11853484 - SKLZ 5-Position Brush Tee,11853484,Training Aid,4,3,1,5,7
11853487 - SKLZ Quickster 7 x 7 Net,11853487,Training Aid,5,1,0,3,74
12122457 - Champion Sports Heavy Duty Sport Screen,12122457,Training Aid,10,26,15,15,3
12122471 - Champion Sports Lacrosse Goalie Weak Zone Shooting Target,12122471,Training Aid,6,2,3,4,15
12130892 - Champion Sports Football Mesh Pocket,12130892,Training Aid,0,1,0,0,0
12130904 - Champion Sports Speed & Agility Kit,12130904,Training Aid,0,1,0,2,3
12130905 - Champion Sports Passing Arc Set,12130905,Training Aid,0,0,0,1,0
12130912 - Champion Sports 6 Adjustable Training Hurdles,12130912,Training Aid,0,1,1,0,2
12148855 - SKLZ Catapult Soft Toss Machine,12148855,Training Aid,17,13,11,18,16
12969964 - Franklin All Sport Practice Net,12969964,Training Aid,2,2,0,0,0
12969982 - Franklin Professional Street Hockey Shooting Target,12969982,Training Aid,0,0,0,1,6
12969986 - Franklin 50 All Purpose Steel Goal,12969986,Training Aid,1,0,3,0,7
13225718 - Kwik Goal All - Surface Soccer and Tennis Game,13225718,Training Aid,2,4,2,6,0
13319993 - Bownet Pitching Screen,13319993,Training Aid,1,0,0,3,0
15564436 - BUSHNELL Velocity Speed Gun,15564436,Training Aid,2,0,0,0,3
16044706 - SwingAway Bryce Harper MVP Batting Station Training Aid,16044706,Training Aid,18,19,15,15,72
18305716 - SKLZ Shockwave Pitchback Rebounder Net,18305716,Training Aid,6,4,6,10,52
18385876 - SKLZ Quickster Rep Net,18385876,Training Aid,6,3,3,2,5
18385886 - SKLZ Practice 7 Net,18385886,Training Aid,12,12,11,17,8
19980006 - RIDDELL Kicking Block,19980006,Training Aid,0,0,1,0,1
20047356 - Bownet Pitch Thru Screen,20047356,Training Aid,1,1,1,1,3
20449706 - Franklin MLB 2-in-1 Power Spring Swing Batting Tee,20449706,Training Aid,1,0,1,3,2
20449716 - Franklin MLB Pro-Elite Thin Bat Swing Trainer & Balls,20449716,Training Aid,1,2,1,0,6
21323946 - SKLZ Pop-Back Tee - Adjustable Height Batting Trainer,21323946,Training Aid,6,8,5,1,13
24022816 - SKLZ Basketball Shooting Target,24022816,Training Aid,0,0,1,0,6
24051196 - CLASSIC SPORT Adjustable Soccer Rebounder,24051196,Training Aid,0,1,0,0,11
29141426 - SKLZ Baseball Tee,29141426,Training Aid,5,7,5,10,30
29141466 - SKLZ Quickster 7 Baseball Combo,29141466,Training Aid,2,1,0,1,21
30437756 - Heater Sports Spring Away Pro 7x7 Pop-Up Net,30437756,Training Aid,1,0,0,0,3
30437786 - Heater Sports Flop Top Travel Tee,30437786,Training Aid,3,0,0,0,15
30494046 - Heater Sports Spring Away Tee & Big Play Net,30494046,Training Aid,1,0,0,0,5
30494056 - Heater Sports Spring Away Tee & 7 X 7 Pop-Up Net,30494056,Training Aid,1,0,0,0,2
32840576 - The Vortex by R.B.I. Baseball Swing Trainer,32840576,Training Aid,0,0,0,1,10
32840596 - ProVTee by R.B.I. Pro Batting Tee,32840596,Training Aid,1,0,0,0,3
32840616 - The Vortex by R.B.I. Baseball Hit Stick - Replacement,32840616,Training Aid,0,0,0,1,2
34128526 - SKLZ Spring Tee,34128526,Training Aid,1,0,0,0,10
35196416 - Franklin Sports All Sport 36 Insta Set Goal,35196416,Training Aid,0,1,0,0,43
41375696 - Zepp Baseball Swing Analyzer Kit,41375696,Training Aid,17,10,13,19,94
58583976 - DYG LZR-SHOT Lacrosse Accuracy Tool,58583976,Training Aid,0,0,0,1,1
61750616 - Franklin Sports MLS Soccer Goal Set,61750616,Training Aid,0,2,3,1,12
91412 - Jugs Jr. Baseball/Softball Pitching Machine,91412,Training Aid,1,2,0,0,0
91413 - Jugs Toss Machine,91413,Training Aid,3,5,0,5,0
91416 - Jugs Dimple Baseballs by the Dozen,91416,Training Aid,1,0,0,0,19
91417 - Jugs Dimple Softballs by the Dozen,91417,Training Aid,1,0,0,0,4
91420 - Jugs Instant Screen,91420,Training Aid,3,1,2,2,5
3770366 - LifeSpan TR200 Compact Treadmill,3770366,Treadmill,0,7,3,7,1
11059400 - Exerpeutic TF1000 Walk to Fitness Electric Treadmill,11059400,Treadmill,0,0,0,1,1
11837699 - Stamina Inmotion T900 Manual Treadmill,11837699,Treadmill,0,0,1,0,0
12241105 - Stamina Avari Magnetic Treadmill,12241105,Treadmill,6,6,9,3,0
12549772 - Exerpeutic 2000 Workfit High Capacity Desk Station Treadmill,12549772,Treadmill,6,7,11,7,0
15482146 - Pro-Form Power 995C Treadmill,15482146,Treadmill,7,7,9,8,19
23522816 - ProForm Performance 300 Treadmill,23522816,Treadmill,2,1,2,2,5
23522826 - ProForm Performance 400 Treadmill,23522826,Treadmill,0,1,1,1,22
23522846 - ProForm Power 995i Treadmill,23522846,Treadmill,5,12,14,22,23
34437706 - FreeMotion 860 treadmill,34437706,Treadmill,0,0,2,1,7
34437716 - FreeMotion 890 treadmill,34437716,Treadmill,0,0,1,4,5
43501196 - PROGEAR LX225 Cushion Deck Manual Treadmill with Additional Weight Capacity and Heart Rat,43501196,Treadmill,0,0,0,3,5
43870166 - EXERPEUTIC 100XL High Capacity Magnetic Resistance Manual Treadmill with Heart Pulse Syst,43870166,Treadmill,0,0,7,4,1
45699786 - Nautilus T614 Treadmill,45699786,Treadmill,0,0,0,13,17
45699796 - Nautilus T616 Treadmill,45699796,Treadmill,0,0,2,10,16
45701946 - Schwinn 830 Treadmill,45701946,Treadmill,0,0,1,9,2
45701956 - Schwinn 870 Treadmill,45701956,Treadmill,0,0,0,9,2
52137736 - FreeMotion 800 Treadmill,52137736,Treadmill,0,0,0,1,36
52573886 - ProForm ZT4 Treadmill,52573886,Treadmill,11,0,8,1,46
52573906 - ProForm ZT6 Treadmill,52573906,Treadmill,0,1,1,1,6
52573926 - ProForm ZT10 Treadmill,52573926,Treadmill,2,3,2,1,0
52573946 - ProForm Pro 2000 Treadmill,52573946,Treadmill,11,8,7,18,16
52573976 - ProForm Pro 4500 Treadmill,52573976,Treadmill,0,1,3,0,3
52574076 - Weslo Cadence G5.9 Treadmill,52574076,Treadmill,42,60,73,53,15
23127236 - BROOKS Womens PureFlow 3 Running Shoes,23127236,Women's Running Shoes,4,6,12,11,98
23248036 - NIKE Womens Air Max+ 2014 Running Shoes,23248036,Women's Running Shoes,25,27,23,30,38
23265526 - NIKE Womens Flyknit Lunar2 Running Shoes,23265526,Women's Running Shoes,9,22,14,4,26
23269856 - COLUMBIA Womens Conspiracy Vapor Trail Running Shoes,23269856,Women's Running Shoes,0,0,0,1,8
23846646 - MIZUNO Womens Wave Creation 15 Running Shoes,23846646,Women's Running Shoes,35,57,57,25,258
24079846 - BROOKS Womens Transcend Running Shoes,24079846,Women's Running Shoes,7,1,3,8,53
25009276 - Nike Womens Free 5.0 Running Shoes,25009276,Women's Running Shoes,0,0,1,1,662
25011366 - NIKE Womens Free Flyknit 4.0 Running Shoes,25011366,Women's Running Shoes,7,38,64,80,110
27259686 - NIKE Womens Zoom Vomero 9 Running Shoes,27259686,Women's Running Shoes,1,4,4,13,120
31373346 - NIKE Womens Dual Fusion Run 3 Running Shoes,31373346,Women's Running Shoes,0,22,29,48,133
31377536 - BROOKS Womens Ghost 7 Running Shoes,31377536,Women's Running Shoes,2,11,33,46,252
31442986 - NIKE Womens Zoom Pegasus 31 Running Shoes,31442986,Women's Running Shoes,0,9,15,18,29
34838176 - NIKE Womens Air Max Tailwind 7 Running Shoes,34838176,Women's Running Shoes,0,0,5,26,57
37682266 - Asics Womens GEL-Sendai 2 Running Shoes,37682266,Women's Running Shoes,1,15,24,18,19
37781606 - Asics Womens GEL-Electro33 Running Shoes,37781606,Women's Running Shoes,2,12,13,11,5
42040306 - HOKA ONE ONE Womens Clifton Running Shoes,42040306,Women's Running Shoes,0,10,16,24,56
42506356 - Asics Womens GEL-Nimbus 17 Running Shoes,42506356,Women's Running Shoes,7,5,4,5,333
43415326 - Asics Womens GT-2000 3 Running Shoes - Wide,43415326,Women's Running Shoes,0,0,0,1,7
