Monthly,Product_ID,Staples_Final_Price,Amz_Final_Price,Google_Visits,Google_Revenue,Google_Order,Google_Unique_Visitors,Google_OCPVisit,Google_OCPVisitor,SC_Visits,SC_Revenue,SC_Order,SC_Unique_Visitors,SC_OCPVisit,SC_OCPVisitor,Direct_Visits,Direct_Revenue,Direct_Order,Direct_Unique_Visitors,Direct_OCPVisit,Direct_OCPVisitor,OA_Visits,OA_Revenue,OA_Orders,OA_Uniq_Visitor,OA_OCPVisit,OA_OCPVisitor,Monthly.1,Goog_Per_Visit,Dir_Per_Visit,Per_Visit_Diff,Loyalty,Conversion,Price_Comp,Loyalty_Cat,Conversion_Cat,Price_Comp_Cat
01-03-2014,511947,4.7,3.99,215,523.75,25,200,0.12,0.12,0,0,0,0,0,0,468,1544.6,112,442,0.24,0.25,683,2068.35,137,642,0.2,0.21,01-03-2014,0.31,0.69,0.38,0.69,0.21,1.18,LOW,MID,HIGH
01-04-2014,511947,8.99,4.74,226,404.55,22,223,0.1,0.1,0,0,0,0,0,0,463,2670.03,98,438,0.21,0.22,689,3074.58,120,661,0.17,0.18,01-04-2014,0.34,0.66,0.32,0.66,0.18,1.9,LOW,MID,HIGH
01-05-2014,511947,8.99,3.99,198,615.54,19,185,0.1,0.1,0,0,0,0,0,0,426,2055.29,94,393,0.22,0.24,624,2670.83,113,578,0.18,0.2,01-05-2014,0.32,0.68,0.36,0.68,0.2,2.25,LOW,MID,HIGH
01-06-2014,511947,9.66,5.18,367,475.56,22,356,0.06,0.06,0,0,0,0,0,0,767,2334.01,97,736,0.13,0.13,1134,2809.57,119,1092,0.1,0.11,01-06-2014,0.33,0.67,0.34,0.67,0.11,1.86,LOW,MID,HIGH
01-07-2014,511947,8.99,5.4,204,404.55,23,198,0.11,0.12,0,0,0,0,0,0,507,2535.18,94,488,0.19,0.19,711,2939.73,117,686,0.16,0.17,01-07-2014,0.29,0.71,0.42,0.71,0.17,1.66,LOW,MID,HIGH
01-08-2014,511947,8.99,5.42,131,359.6,18,127,0.14,0.14,0,0,0,0,0,0,313,2049.72,84,296,0.27,0.28,444,2409.32,102,423,0.23,0.24,01-08-2014,0.3,0.7,0.4,0.7,0.24,1.66,LOW,MID,HIGH
01-09-2014,511947,8.99,6.42,140,350.61,17,136,0.12,0.12,0,0,0,0,0,0,308,2166.59,72,290,0.23,0.25,448,2517.2,89,426,0.2,0.21,01-09-2014,0.32,0.68,0.36,0.68,0.21,1.4,LOW,MID,HIGH
01-10-2014,511947,8.99,5.81,145,521.42,23,142,0.16,0.16,0,0,0,0,0,0,291,1869.92,73,273,0.25,0.27,436,2391.34,96,415,0.22,0.23,01-10-2014,0.34,0.66,0.32,0.66,0.23,1.55,LOW,MID,HIGH
01-11-2014,511947,8.99,5.65,161,1015.87,31,154,0.19,0.2,0,0,0,0,0,0,256,1483.35,64,244,0.25,0.26,417,2499.22,95,398,0.23,0.24,01-11-2014,0.39,0.61,0.22,0.61,0.24,1.59,LOW,MID,HIGH
01-12-2014,511947,8.99,4.99,171,2022.75,30,169,0.18,0.18,0,0,0,0,0,0,330,1977.8,89,320,0.27,0.28,501,4000.55,119,489,0.24,0.24,01-12-2014,0.35,0.65,0.3,0.65,0.24,1.8,LOW,MID,HIGH
01-01-2015,511947,9.24,5.74,265,1210.19,33,258,0.12,0.13,0,0,0,0,0,0,505,2374.93,107,477,0.21,0.22,770,3585.12,140,735,0.18,0.19,01-01-2015,0.35,0.65,0.3,0.65,0.19,1.61,LOW,MID,HIGH
01-02-2015,511947,9.49,4.99,200,626.34,22,191,0.11,0.12,0,0,0,0,0,0,379,1603.81,74,363,0.2,0.2,579,2230.15,96,554,0.17,0.17,01-02-2015,0.34,0.66,0.32,0.66,0.17,1.9,LOW,MID,HIGH
01-03-2015,511947,9.49,6.83,221,901.55,29,214,0.13,0.14,0,0,0,0,0,0,427,2144.74,90,405,0.21,0.22,648,3046.29,119,619,0.18,0.19,01-03-2015,0.35,0.65,0.3,0.65,0.19,1.39,LOW,MID,HIGH
01-04-2015,511947,9.49,7.24,257,491.77,21,248,0.08,0.08,1,0,0,1,0,0,497,2138.41,105,475,0.21,0.22,755,2630.18,126,724,0.17,0.17,01-04-2015,0.34,0.66,0.32,0.66,0.17,1.31,LOW,MID,HIGH
01-05-2015,511947,9.49,6.49,151,759.2,24,143,0.16,0.17,0,0,0,0,0,0,321,1964.43,84,307,0.26,0.27,472,2723.63,108,450,0.23,0.24,01-05-2015,0.32,0.68,0.36,0.68,0.24,1.46,LOW,MID,HIGH
01-06-2015,511947,9.49,4.99,179,588.38,26,171,0.15,0.15,0,0,0,0,0,0,336,1613.3,75,324,0.22,0.23,515,2201.68,101,495,0.2,0.2,01-06-2015,0.35,0.65,0.3,0.65,0.2,1.9,LOW,MID,HIGH
01-07-2015,511947,9.49,4.99,37,113.88,5,37,0.14,0.14,0,0,0,0,0,0,89,531.44,21,85,0.24,0.25,126,645.32,26,122,0.21,0.21,01-07-2015,0.3,0.7,0.4,0.7,0.21,1.9,LOW,MID,HIGH
01-01-2014,512427,40.19,21.47,190,2572.16,30,185,0.16,0.16,0,0,0,0,0,0,632,14468.4,142,590,0.22,0.24,822,17040.56,172,775,0.21,0.22,01-01-2014,0.24,0.76,0.52,0.76,0.22,1.87,HIGH,MID,HIGH
01-02-2014,512427,30.44,21.99,198,2847.06,32,191,0.16,0.17,0,0,0,0,0,0,518,6708.25,102,481,0.2,0.21,716,9555.31,134,672,0.19,0.2,01-02-2014,0.28,0.72,0.44,0.72,0.2,1.38,LOW,MID,HIGH
01-03-2014,512427,22.61,22.61,204,1856.09,37,197,0.18,0.19,0,0,0,0,0,0,524,9013.14,145,480,0.28,0.3,728,10869.23,182,677,0.25,0.27,01-03-2014,0.29,0.71,0.42,0.71,0.27,1,LOW,LOW,LOW
01-04-2014,512427,34.99,22.58,189,2589.26,22,182,0.12,0.12,0,0,0,0,0,0,446,8047.7,107,422,0.24,0.25,635,10636.96,129,604,0.2,0.21,01-04-2014,0.3,0.7,0.4,0.7,0.21,1.55,LOW,MID,HIGH
01-05-2014,512427,35.15,22.17,210,1672.53,24,195,0.11,0.12,0,0,0,0,0,0,470,7942.74,81,445,0.17,0.18,680,9615.27,105,640,0.15,0.16,01-05-2014,0.3,0.7,0.4,0.7,0.16,1.59,LOW,MID,HIGH
01-06-2014,512427,38.49,23.85,258,2386.38,24,249,0.09,0.1,0,0,0,0,0,0,644,8506.29,99,616,0.15,0.16,902,10892.67,123,865,0.14,0.14,01-06-2014,0.29,0.71,0.42,0.71,0.14,1.61,LOW,MID,HIGH
01-07-2014,512427,38.49,23.37,238,1501.11,23,234,0.1,0.1,0,0,0,0,0,0,668,8583.27,105,636,0.16,0.17,906,10084.38,128,870,0.14,0.15,01-07-2014,0.27,0.73,0.46,0.73,0.15,1.65,LOW,MID,HIGH
01-08-2014,512427,38.49,21.92,274,3233.16,35,268,0.13,0.13,0,0,0,0,0,0,492,6928.2,81,475,0.16,0.17,766,10161.36,116,743,0.15,0.16,01-08-2014,0.36,0.64,0.28,0.64,0.16,1.76,LOW,MID,HIGH
01-09-2014,512427,38.49,22.35,276,2848.26,34,265,0.12,0.13,0,0,0,0,0,0,502,9391.56,99,488,0.2,0.2,778,12239.82,133,753,0.17,0.18,01-09-2014,0.35,0.65,0.3,0.65,0.18,1.72,LOW,MID,HIGH
01-10-2014,512427,38.49,22.89,284,2039.97,32,276,0.11,0.12,0,0,0,0,0,0,595,9622.5,117,566,0.2,0.21,879,11662.47,149,842,0.17,0.18,01-10-2014,0.33,0.67,0.34,0.67,0.18,1.68,LOW,MID,HIGH
01-11-2014,512427,38.49,20.44,178,1270.17,14,171,0.08,0.08,0,0,0,0,0,0,410,7043.67,79,391,0.19,0.2,588,8313.84,93,562,0.16,0.17,01-11-2014,0.3,0.7,0.4,0.7,0.17,1.88,LOW,MID,HIGH
01-12-2014,512427,38.49,18.08,187,2155.44,29,183,0.16,0.16,0,0,0,0,0,0,354,5504.07,71,339,0.2,0.21,541,7659.51,100,522,0.18,0.19,01-12-2014,0.35,0.65,0.3,0.65,0.19,2.13,LOW,MID,HIGH
01-01-2015,512427,38.47,26.97,263,2909.27,40,252,0.15,0.16,0,0,0,0,0,0,490,9422.64,104,469,0.21,0.22,753,12331.91,144,721,0.19,0.2,01-01-2015,0.35,0.65,0.3,0.65,0.2,1.43,LOW,MID,HIGH
01-02-2015,512427,40.49,20.62,203,2712.83,26,200,0.13,0.13,0,0,0,0,0,0,353,6356.93,71,344,0.2,0.21,556,9069.76,97,544,0.17,0.18,01-02-2015,0.37,0.63,0.26,0.63,0.18,1.96,LOW,MID,HIGH
01-03-2015,512427,40.49,17.94,206,1457.64,19,199,0.09,0.1,0,0,0,0,0,0,378,5911.54,78,365,0.21,0.21,584,7369.18,97,564,0.17,0.17,01-03-2015,0.35,0.65,0.3,0.65,0.17,2.26,LOW,MID,HIGH
01-04-2015,512427,40.49,22.15,215,1651.59,21,205,0.1,0.1,0,0,0,0,0,0,392,8442.18,68,372,0.17,0.18,607,10093.77,89,577,0.15,0.15,01-04-2015,0.36,0.64,0.28,0.64,0.15,1.83,LOW,MID,HIGH
01-05-2015,512427,40.49,29.99,136,1498.13,21,130,0.15,0.16,0,0,0,0,0,0,279,5790.07,65,275,0.23,0.24,415,7288.2,86,405,0.21,0.21,01-05-2015,0.32,0.68,0.36,0.68,0.21,1.35,LOW,MID,HIGH
01-06-2015,512427,40.49,26.78,131,1336.17,17,127,0.13,0.13,0,0,0,0,0,0,301,6397.42,75,292,0.25,0.26,432,7733.59,92,419,0.21,0.22,01-06-2015,0.3,0.7,0.4,0.7,0.22,1.51,LOW,MID,HIGH
01-07-2015,512427,40.49,28.32,35,202.45,3,35,0.09,0.09,0,0,0,0,0,0,76,1295.68,18,71,0.24,0.25,111,1498.13,21,106,0.19,0.2,01-07-2015,0.33,0.67,0.34,0.67,0.2,1.43,LOW,MID,HIGH
01-01-2014,514510,31.25,22.69,547,11908.81,282,497,0.52,0.57,4,27.49,1,4,0.25,0.25,2413,62654.54,1466,2228,0.61,0.66,2964,74590.84,1749,2729,0.59,0.64,01-01-2014,0.18,0.82,0.64,0.82,0.64,1.38,HIGH,HIGH,HIGH
01-02-2014,514510,32.99,20.41,498,10156.58,235,463,0.47,0.51,2,0,0,2,0,0,1991,50154.67,1140,1826,0.57,0.62,2491,60311.25,1375,2291,0.55,0.6,01-02-2014,0.2,0.8,0.6,0.8,0.6,1.62,HIGH,HIGH,HIGH
01-03-2014,514510,32.99,20.41,529,10390.51,238,477,0.45,0.5,3,0,0,3,0,0,2249,57281.22,1270,2063,0.56,0.62,2781,67671.73,1508,2543,0.54,0.59,01-03-2014,0.19,0.81,0.62,0.81,0.59,1.62,HIGH,HIGH,HIGH
01-04-2014,514510,27.35,20.96,627,12390.96,314,582,0.5,0.54,3,0,0,3,0,0,2476,54634.74,1446,2256,0.58,0.64,3106,67025.7,1760,2841,0.57,0.62,01-04-2014,0.21,0.79,0.58,0.79,0.62,1.31,HIGH,HIGH,HIGH
01-05-2014,514510,32.86,22.55,716,12745.11,277,675,0.39,0.41,20,0,0,19,0,0,2655,58566.55,1280,2447,0.48,0.52,3391,71311.66,1557,3141,0.46,0.5,01-05-2014,0.22,0.78,0.56,0.78,0.5,1.46,HIGH,HIGH,HIGH
01-06-2014,514510,35.63,22.41,741,12533.94,278,708,0.38,0.39,25,0,0,25,0,0,2813,63190.19,1272,2653,0.45,0.48,3579,75724.13,1550,3386,0.43,0.46,01-06-2014,0.22,0.78,0.56,0.78,0.46,1.59,HIGH,HIGH,HIGH
01-07-2014,514510,35.63,20.77,553,14865.21,313,519,0.57,0.6,2,0,0,2,0,0,2257,70706.74,1394,2078,0.62,0.67,2812,85571.95,1707,2599,0.61,0.66,01-07-2014,0.2,0.8,0.6,0.8,0.66,1.72,HIGH,HIGH,HIGH
01-08-2014,514510,32.59,22.23,627,15116.94,338,589,0.54,0.57,3,113.96,1,3,0.33,0.33,2273,65321.23,1370,2123,0.6,0.65,2903,80552.13,1709,2715,0.59,0.63,01-08-2014,0.22,0.78,0.56,0.78,0.63,1.47,HIGH,HIGH,HIGH
01-09-2014,514510,33.21,22.41,705,16835.93,355,661,0.5,0.54,2,0,0,2,0,0,2252,64191.24,1361,2071,0.6,0.66,2959,81027.17,1716,2734,0.58,0.63,01-09-2014,0.24,0.76,0.52,0.76,0.63,1.48,HIGH,HIGH,HIGH
01-10-2014,514510,28.79,22.68,963,18413.73,486,893,0.5,0.54,6,82.47,1,5,0.17,0.2,3269,74329.07,1846,3056,0.56,0.6,4238,92825.27,2333,3954,0.55,0.59,01-10-2014,0.23,0.77,0.54,0.77,0.59,1.27,HIGH,HIGH,HIGH
01-11-2014,514510,20.34,20.49,553,9537.26,307,513,0.56,0.6,3,0,0,3,0,0,1790,36061.96,1182,1654,0.66,0.71,2346,45599.22,1489,2170,0.63,0.69,01-11-2014,0.24,0.76,0.52,0.76,0.69,0.99,HIGH,HIGH,LOW
01-12-2014,514510,22.89,23.05,586,11825.23,358,546,0.61,0.66,0,0,0,0,0,0,1901,43001.38,1305,1764,0.69,0.74,2487,54826.61,1663,2310,0.67,0.72,01-12-2014,0.24,0.76,0.52,0.76,0.72,0.99,HIGH,HIGH,LOW
01-01-2015,514510,26.22,23.06,594,11577.38,339,546,0.57,0.62,1,0,0,1,0,0,2007,52429.16,1346,1868,0.67,0.72,2602,64006.54,1685,2415,0.65,0.7,01-01-2015,0.23,0.77,0.54,0.77,0.7,1.14,HIGH,HIGH,HIGH
01-02-2015,514510,28.99,23.57,558,13504.35,344,521,0.62,0.66,0,0,0,0,0,0,1894,51190.37,1268,1738,0.67,0.73,2452,64694.72,1612,2259,0.66,0.71,01-02-2015,0.23,0.77,0.54,0.77,0.71,1.23,HIGH,HIGH,HIGH
01-03-2015,514510,28.99,23.85,695,15839.6,390,639,0.56,0.61,2,0,0,2,0,0,2205,59673.3,1480,2051,0.67,0.72,2902,75512.9,1870,2692,0.64,0.69,01-03-2015,0.24,0.76,0.52,0.76,0.69,1.22,HIGH,HIGH,HIGH
01-04-2015,514510,32.17,20.99,643,13914.41,330,593,0.51,0.56,0,0,0,0,0,0,2259,62694.25,1379,2129,0.61,0.65,2902,76608.66,1709,2722,0.59,0.63,01-04-2015,0.22,0.78,0.56,0.78,0.63,1.53,HIGH,HIGH,HIGH
01-05-2015,514510,33.99,24.8,507,12968.15,281,480,0.55,0.59,0,0,0,0,0,0,1871,56527.11,1174,1743,0.63,0.67,2378,69495.26,1455,2223,0.61,0.65,01-05-2015,0.22,0.78,0.56,0.78,0.65,1.37,HIGH,HIGH,HIGH
01-06-2015,514510,32.63,23.99,610,15268.24,359,572,0.59,0.63,1,0,0,1,0,0,2052,59414.74,1311,1914,0.64,0.68,2663,74682.98,1670,2487,0.63,0.67,01-06-2015,0.23,0.77,0.54,0.77,0.67,1.36,HIGH,HIGH,HIGH
01-07-2015,514510,23.99,23.98,208,3934.36,115,195,0.55,0.59,0,0,0,0,0,0,681,15233.65,423,639,0.62,0.66,889,19168.01,538,834,0.61,0.65,01-07-2015,0.23,0.77,0.54,0.77,0.65,1,HIGH,HIGH,LOW
01-01-2014,517011,35.99,29.34,500,1974.96,51,480,0.1,0.11,1,0,0,1,0,0,1060,190,190,991,0.18,0.19,1561,2164.96,241,1472,0.15,0.16,01-01-2014,0.33,0.67,0.34,0.67,0.16,1.23,LOW,MID,HIGH
01-02-2014,517011,30.49,28.21,500,1726.06,47,479,0.09,0.1,0,0,0,0,0,0,934,178,178,871,0.19,0.2,1434,1904.06,225,1350,0.16,0.17,01-02-2014,0.35,0.65,0.3,0.65,0.17,1.08,LOW,MID,HIGH
01-03-2014,517011,32.59,26.63,515,1588.31,44,497,0.09,0.09,0,0,0,0,0,0,938,196,196,875,0.21,0.22,1453,1784.31,240,1372,0.17,0.17,01-03-2014,0.36,0.64,0.28,0.64,0.17,1.22,LOW,MID,HIGH
01-04-2014,517011,29.99,24.94,472,2129.29,64,449,0.14,0.14,0,0,0,0,0,0,853,171,171,805,0.2,0.21,1325,2300.29,235,1254,0.18,0.19,01-04-2014,0.36,0.64,0.28,0.64,0.19,1.2,LOW,MID,HIGH
01-05-2014,517011,33.56,27.89,450,1275.22,37,423,0.08,0.09,2,0,0,2,0,0,792,143,143,759,0.18,0.19,1244,1418.22,180,1184,0.14,0.15,01-05-2014,0.36,0.64,0.28,0.64,0.15,1.2,LOW,MID,HIGH
01-06-2014,517011,33.39,27.7,522,1553.29,43,507,0.08,0.08,1,0,0,1,0,0,794,130,130,758,0.16,0.17,1317,1683.29,173,1266,0.13,0.14,01-06-2014,0.4,0.6,0.2,0.6,0.14,1.21,MID,MID,HIGH
01-07-2014,517011,33.39,27.65,476,1998.39,54,468,0.11,0.12,0,0,0,0,0,0,984,190,190,926,0.19,0.21,1460,2188.39,244,1394,0.17,0.18,01-07-2014,0.34,0.66,0.32,0.66,0.18,1.21,LOW,MID,HIGH
01-08-2014,517011,33.39,27.57,515,2222.43,56,496,0.11,0.11,0,0,0,0,0,0,811,148,148,770,0.18,0.19,1326,2370.43,204,1266,0.15,0.16,01-08-2014,0.39,0.61,0.22,0.61,0.16,1.21,LOW,MID,HIGH
01-09-2014,517011,33.39,27.6,521,1975.01,56,505,0.11,0.11,0,0,0,0,0,0,866,170,170,825,0.2,0.21,1387,2145.01,226,1330,0.16,0.17,01-09-2014,0.38,0.62,0.24,0.62,0.17,1.21,LOW,MID,HIGH
01-10-2014,517011,33.11,27.6,595,2170.55,60,579,0.1,0.1,0,0,0,0,0,0,972,200,200,914,0.21,0.22,1567,2370.55,260,1493,0.17,0.17,01-10-2014,0.39,0.61,0.22,0.61,0.17,1.2,LOW,MID,HIGH
01-11-2014,517011,31.79,27.34,464,1776.42,54,444,0.12,0.12,0,0,0,0,0,0,711,154,154,676,0.22,0.23,1175,1930.42,208,1120,0.18,0.19,01-11-2014,0.4,0.6,0.2,0.6,0.19,1.16,LOW,MID,HIGH
01-12-2014,517011,32.23,24.09,493,2140.23,55,478,0.11,0.12,0,0,0,0,0,0,704,137,137,676,0.19,0.2,1197,2277.23,192,1154,0.16,0.17,01-12-2014,0.41,0.59,0.18,0.59,0.17,1.34,MID,MID,HIGH
01-01-2015,517011,34.63,23.86,585,2357.72,53,563,0.09,0.09,2,90.99,1,2,0.5,0.5,938,7788.03,196,896,0.21,0.22,1525,10236.74,250,1461,0.16,0.17,01-01-2015,0.39,0.61,0.22,0.61,0.17,1.45,LOW,MID,HIGH
01-02-2015,517011,35.99,24.03,506,2287.49,57,486,0.11,0.12,1,90.99,1,1,1,1,781,6094.22,152,729,0.19,0.21,1288,8472.7,210,1216,0.16,0.17,01-02-2015,0.4,0.6,0.2,0.6,0.17,1.5,MID,MID,HIGH
01-03-2015,517011,35.99,21.99,601,2678.71,68,584,0.11,0.12,0,0,0,0,0,0,864,6463.41,158,824,0.18,0.19,1465,9142.12,226,1408,0.15,0.16,01-03-2015,0.41,0.59,0.18,0.59,0.16,1.64,MID,MID,HIGH
01-04-2015,517011,29.12,21.93,595,1858.25,62,569,0.1,0.11,1,0,0,1,0,0,894,6158.13,185,849,0.21,0.22,1490,8016.38,247,1419,0.17,0.17,01-04-2015,0.4,0.6,0.2,0.6,0.17,1.33,MID,MID,HIGH
01-05-2015,517011,34.19,21.83,319,1518.75,39,308,0.12,0.13,2,0,0,2,0,0,562,4499.96,116,535,0.21,0.22,883,6018.71,155,845,0.18,0.18,01-05-2015,0.37,0.63,0.26,0.63,0.18,1.57,LOW,MID,HIGH
01-06-2015,517011,35.99,22.35,463,1907.47,43,449,0.09,0.1,0,0,0,0,0,0,730,6298.25,150,692,0.21,0.22,1193,8205.72,193,1141,0.16,0.17,01-06-2015,0.39,0.61,0.22,0.61,0.17,1.61,LOW,MID,HIGH
01-07-2015,517011,35.99,21.6,127,647.82,17,125,0.13,0.14,1,0,0,1,0,0,222,1619.55,41,214,0.18,0.19,350,2267.37,58,340,0.17,0.17,01-07-2015,0.37,0.63,0.26,0.63,0.17,1.67,LOW,MID,HIGH
01-01-2014,517988,8.39,5.39,24,8.39,1,17,0.04,0.06,0,0,0,0,0,0,49,14,14,45,0.29,0.31,73,22.39,15,62,0.21,0.24,01-01-2014,0.27,0.73,0.46,0.73,0.24,1.56,LOW,MID,HIGH
01-02-2014,517988,8.39,6.06,15,67.12,8,14,0.53,0.57,0,0,0,0,0,0,37,8,8,34,0.22,0.24,52,75.12,16,48,0.31,0.33,01-02-2014,0.29,0.71,0.42,0.71,0.33,1.38,LOW,LOW,HIGH
01-03-2014,517988,7.55,5.19,13,14.58,2,13,0.15,0.15,0,0,0,0,0,0,30,11,11,29,0.37,0.38,43,25.58,13,42,0.3,0.31,01-03-2014,0.31,0.69,0.38,0.69,0.31,1.46,LOW,LOW,HIGH
01-04-2014,517988,6.3,6.22,14,29.05,5,14,0.36,0.36,0,0,0,0,0,0,53,20,20,50,0.38,0.4,67,49.05,25,64,0.37,0.39,01-04-2014,0.22,0.78,0.56,0.78,0.39,1.01,HIGH,LOW,HIGH
01-05-2014,517988,6.59,6.53,17,19.77,3,16,0.18,0.19,0,0,0,0,0,0,41,10,10,34,0.24,0.29,58,29.77,13,50,0.22,0.26,01-05-2014,0.32,0.68,0.36,0.68,0.26,1.01,LOW,LOW,HIGH
01-06-2014,517988,6.56,6.5,14,52.72,5,13,0.36,0.38,0,0,0,0,0,0,22,7,7,20,0.32,0.35,36,59.72,12,33,0.33,0.36,01-06-2014,0.39,0.61,0.22,0.61,0.36,1.01,LOW,LOW,HIGH
01-07-2014,517988,5.93,5.84,19,18.67,3,16,0.16,0.19,0,0,0,0,0,0,55,22,22,53,0.4,0.42,74,40.67,25,69,0.34,0.36,01-07-2014,0.23,0.77,0.54,0.77,0.36,1.02,HIGH,LOW,HIGH
01-08-2014,517988,6.92,6.65,19,146.57,7,19,0.37,0.37,0,0,0,0,0,0,48,19,19,47,0.4,0.4,67,165.57,26,66,0.39,0.39,01-08-2014,0.29,0.71,0.42,0.71,0.39,1.04,LOW,LOW,HIGH
01-09-2014,517988,5.93,6.29,18,29.05,5,16,0.28,0.31,0,0,0,0,0,0,44,19,19,43,0.43,0.44,62,48.05,24,59,0.39,0.41,01-09-2014,0.27,0.73,0.46,0.73,0.41,0.94,LOW,HIGH,LOW
01-10-2014,517988,3.99,3.99,32,63.84,13,30,0.41,0.43,0,0,0,0,0,0,132,57,57,123,0.43,0.46,164,120.84,70,153,0.43,0.46,01-10-2014,0.2,0.8,0.6,0.8,0.46,1,HIGH,HIGH,LOW
01-11-2014,517988,4.37,4.56,36,199.41,17,33,0.47,0.52,0,0,0,0,0,0,148,76,76,136,0.51,0.56,184,275.41,93,169,0.51,0.55,01-11-2014,0.2,0.8,0.6,0.8,0.55,0.96,HIGH,HIGH,LOW
01-12-2014,517988,5.99,5.9,54,181.01,20,50,0.37,0.4,0,0,0,0,0,0,134,72,72,128,0.54,0.56,188,253.01,92,178,0.49,0.52,01-12-2014,0.28,0.72,0.44,0.72,0.52,1.02,LOW,HIGH,HIGH
01-01-2015,517988,5.99,5.9,121,432.22,57,113,0.47,0.5,2,0,0,2,0,0,369,1383.24,202,349,0.55,0.58,492,1815.46,259,464,0.53,0.56,01-01-2015,0.25,0.75,0.5,0.75,0.56,1.02,HIGH,HIGH,HIGH
01-02-2015,517988,6.26,5.9,127,404.33,61,119,0.48,0.51,0,0,0,0,0,0,294,1468.29,165,278,0.56,0.59,421,1872.62,226,397,0.54,0.57,01-02-2015,0.3,0.7,0.4,0.7,0.57,1.06,LOW,HIGH,HIGH
01-03-2015,517988,6.29,5.9,200,646.89,102,190,0.51,0.54,0,0,0,0,0,0,507,2120.13,286,480,0.56,0.6,707,2767.02,388,670,0.55,0.58,01-03-2015,0.28,0.72,0.44,0.72,0.58,1.07,LOW,HIGH,HIGH
01-04-2015,517988,5.83,5.77,208,530.2,84,195,0.4,0.43,0,0,0,0,0,0,543,2130.42,282,516,0.52,0.55,751,2660.62,366,711,0.49,0.51,01-04-2015,0.27,0.73,0.46,0.73,0.51,1.01,LOW,HIGH,HIGH
01-05-2015,517988,6.02,6.1,137,280.13,43,130,0.31,0.33,0,0,0,0,0,0,449,1483.96,218,426,0.49,0.51,586,1764.09,261,556,0.45,0.47,01-05-2015,0.23,0.77,0.54,0.77,0.47,0.99,HIGH,HIGH,LOW
01-06-2015,517988,6.18,5.91,123,316.89,48,118,0.39,0.41,0,0,0,0,0,0,397,1437.5,197,375,0.5,0.53,520,1754.39,245,493,0.47,0.5,01-06-2015,0.24,0.76,0.52,0.76,0.5,1.04,HIGH,HIGH,HIGH
01-07-2015,517988,5.42,4.03,65,126.85,24,61,0.37,0.39,0,0,0,0,0,0,149,347.88,58,140,0.39,0.41,214,474.73,82,201,0.38,0.41,01-07-2015,0.3,0.7,0.4,0.7,0.41,1.35,LOW,HIGH,HIGH
01-01-2014,519668,74.89,56.76,60,1178.99,12,56,0.2,0.21,0,0,0,0,0,0,285,10992.38,105,268,0.37,0.39,345,12171.37,117,324,0.34,0.36,01-01-2014,0.17,0.83,0.66,0.83,0.36,1.32,HIGH,LOW,HIGH
01-02-2014,519668,64.99,52.6,58,803.92,9,58,0.16,0.16,0,0,0,0,0,0,165,5492.94,58,153,0.35,0.38,223,6296.86,67,211,0.3,0.32,01-02-2014,0.27,0.73,0.46,0.73,0.32,1.24,LOW,LOW,HIGH
01-03-2014,519668,64.99,55.58,64,1494.77,14,62,0.22,0.23,0,0,0,0,0,0,145,4874.25,42,137,0.29,0.31,209,6369.02,56,199,0.27,0.28,01-03-2014,0.31,0.69,0.38,0.69,0.28,1.17,LOW,LOW,HIGH
01-04-2014,519668,64.99,53.97,69,1559.76,15,64,0.22,0.23,0,0,0,0,0,0,128,4224.35,51,123,0.4,0.41,197,5784.11,66,187,0.34,0.35,01-04-2014,0.34,0.66,0.32,0.66,0.35,1.2,LOW,LOW,HIGH
01-05-2014,519668,52.11,55.99,109,2002.64,22,104,0.2,0.21,0,0,0,0,0,0,230,7473.65,74,217,0.32,0.34,339,9476.29,96,321,0.28,0.3,01-05-2014,0.32,0.68,0.36,0.68,0.3,0.93,LOW,LOW,LOW
01-06-2014,519668,53.99,53.96,109,1565.71,21,105,0.19,0.2,0,0,0,0,0,0,272,4427.18,63,259,0.23,0.24,381,5992.89,84,364,0.22,0.23,01-06-2014,0.29,0.71,0.42,0.71,0.23,1,LOW,MID,LOW
01-07-2014,519668,53.99,53.93,79,1241.77,20,73,0.25,0.27,0,0,0,0,0,0,141,3779.3,51,136,0.36,0.38,220,5021.07,71,209,0.32,0.34,01-07-2014,0.35,0.65,0.3,0.65,0.34,1,LOW,LOW,LOW
01-08-2014,519668,51.04,50.77,75,2044.59,26,71,0.35,0.37,0,0,0,0,0,0,151,5284.86,75,148,0.5,0.51,226,7329.45,101,219,0.45,0.46,01-08-2014,0.32,0.68,0.36,0.68,0.46,1.01,LOW,HIGH,HIGH
01-09-2014,519668,41.97,41.96,113,1943.71,31,104,0.27,0.3,2,72.9,1,2,0.5,0.5,356,8309.37,139,336,0.39,0.41,471,10325.98,171,442,0.36,0.39,01-09-2014,0.24,0.76,0.52,0.76,0.39,1,HIGH,LOW,LOW
01-10-2014,519668,45.49,45.66,124,3988.63,42,116,0.34,0.36,1,0,0,1,0,0,263,7160.12,115,252,0.44,0.46,388,11148.75,157,369,0.4,0.43,01-10-2014,0.32,0.68,0.36,0.68,0.43,1,LOW,HIGH,LOW
01-11-2014,519668,63.96,56.34,74,2130.97,23,70,0.31,0.33,0,0,0,0,0,0,175,6927.03,71,167,0.41,0.43,249,9058,94,237,0.38,0.4,01-11-2014,0.3,0.7,0.4,0.7,0.4,1.14,LOW,LOW,HIGH
