Monthly,Product_ID,Staples_Final_Price,Amz_Final_Price,Google_Visits,Google_Revenue,Google_Order,Google_Unique_Visitors,Google_OCPVisit,Google_OCPVisitor,SC_Visits,SC_Revenue,SC_Order,SC_Unique_Visitors,SC_OCPVisit,SC_OCPVisitor,Direct_Visits,Direct_Revenue,Direct_Order,Direct_Unique_Visitors,Direct_OCPVisit,Direct_OCPVisitor,OA_Visits,OA_Revenue,OA_Orders,OA_Uniq_Visitor,OA_OCPVisit,OA_OCPVisitor,Monthly.1,Goog_Per_Visit,Dir_Per_Visit,Per_Visit_Diff,Loyalty,Conversion,Price_Comp,Loyalty_Cat,Conversion_Cat,Price_Comp_Cat
01-01-2015,656499,100.99,92.99,506,17899.46,149,485,0.29,0.31,0,0,0,0,0,0,1125,62265.34,523,1069,0.46,0.49,1631,80164.8,672,1554,0.41,0.43,01-01-2015,0.31,0.69,0.38,0.69,0.43,1.09,LOW,HIGH,HIGH
01-02-2015,656499,100.99,95.22,478,14637.48,131,463,0.27,0.28,0,0,0,0,0,0,1122,57740.99,470,1070,0.42,0.44,1600,72378.47,601,1533,0.38,0.39,01-02-2015,0.3,0.7,0.4,0.7,0.39,1.06,LOW,LOW,HIGH
01-03-2015,656499,100.99,94.63,449,17700.51,139,438,0.31,0.32,0,0,0,0,0,0,1231,62670.31,516,1177,0.42,0.44,1680,80370.82,655,1615,0.39,0.41,01-03-2015,0.27,0.73,0.46,0.73,0.41,1.07,LOW,HIGH,HIGH
01-04-2015,656499,100.99,86.55,421,15100.01,124,407,0.29,0.3,0,0,0,0,0,0,1197,60101.13,510,1122,0.43,0.45,1618,75201.14,634,1529,0.39,0.41,01-04-2015,0.27,0.73,0.46,0.73,0.41,1.17,LOW,HIGH,HIGH
01-05-2015,656499,100.99,86.23,316,12340.97,101,302,0.32,0.33,0,0,0,0,0,0,912,45516.17,393,874,0.43,0.45,1228,57857.14,494,1176,0.4,0.42,01-05-2015,0.26,0.74,0.48,0.74,0.42,1.17,LOW,HIGH,HIGH
01-06-2015,656499,100.99,86.27,367,12118.8,102,355,0.28,0.29,0,0,0,0,0,0,1053,57564.3,462,1010,0.44,0.46,1420,69683.1,564,1365,0.4,0.41,01-06-2015,0.26,0.74,0.48,0.74,0.41,1.17,LOW,HIGH,HIGH
01-07-2015,656499,100.99,97.56,114,3938.61,33,108,0.29,0.31,0,0,0,0,0,0,295,14643.55,125,284,0.42,0.44,409,18582.16,158,392,0.39,0.4,01-07-2015,0.28,0.72,0.44,0.72,0.4,1.04,LOW,HIGH,HIGH
01-01-2014,656500,167.99,162.33,456,15152.64,90,440,0.2,0.2,0,0,0,0,0,0,1484,606,606,1380,0.41,0.44,1940,15758.64,696,1820,0.36,0.38,01-01-2014,0.24,0.76,0.52,0.76,0.38,1.03,HIGH,LOW,HIGH
01-02-2014,656500,167.99,167.99,412,14925.86,86,391,0.21,0.22,4,0,0,4,0,0,1116,483,483,1047,0.43,0.46,1532,15408.86,569,1442,0.37,0.39,01-02-2014,0.27,0.73,0.46,0.73,0.39,1,LOW,LOW,LOW
01-03-2014,656500,167.59,161.54,469,14774.67,86,448,0.18,0.19,3,167.99,1,3,0.33,0.33,1177,503,503,1097,0.43,0.46,1649,15445.66,590,1548,0.36,0.38,01-03-2014,0.29,0.71,0.42,0.71,0.38,1.04,LOW,LOW,HIGH
01-04-2014,656500,159.59,154.23,454,12355.59,79,437,0.17,0.18,5,0,0,5,0,0,1254,494,494,1165,0.39,0.42,1713,12849.59,573,1607,0.33,0.36,01-04-2014,0.28,0.72,0.44,0.72,0.36,1.03,LOW,LOW,HIGH
01-05-2014,656500,165.32,155.69,407,17815.26,104,379,0.26,0.27,0,0,0,0,0,0,962,423,423,919,0.44,0.46,1369,18238.26,527,1298,0.38,0.41,01-05-2014,0.29,0.71,0.42,0.71,0.41,1.06,LOW,HIGH,HIGH
01-06-2014,656500,167.99,155.61,370,13506.37,77,360,0.21,0.21,0,0,0,0,0,0,843,374,374,786,0.44,0.48,1213,13880.37,451,1146,0.37,0.39,01-06-2014,0.31,0.69,0.38,0.69,0.39,1.08,LOW,LOW,HIGH
01-07-2014,656500,167.99,167.99,395,18873.67,104,378,0.26,0.28,1,0,0,1,0,0,988,433,433,944,0.44,0.46,1384,19306.67,537,1323,0.39,0.41,01-07-2014,0.29,0.71,0.42,0.71,0.41,1,LOW,HIGH,LOW
01-08-2014,656500,167.99,162.56,368,13842.36,80,355,0.22,0.23,0,0,0,0,0,0,793,360,360,755,0.45,0.48,1161,14202.36,440,1110,0.38,0.4,01-08-2014,0.32,0.68,0.36,0.68,0.4,1.03,LOW,LOW,HIGH
01-09-2014,656500,167.99,159.36,398,15858.24,94,390,0.24,0.24,1,0,0,1,0,0,876,389,389,823,0.44,0.47,1275,16247.24,483,1214,0.38,0.4,01-09-2014,0.32,0.68,0.36,0.68,0.4,1.05,LOW,LOW,HIGH
01-10-2014,656500,183.29,173.46,319,17718.23,91,308,0.29,0.3,3,183.99,1,3,0.33,0.33,790,324,324,724,0.41,0.45,1112,18226.22,416,1035,0.37,0.4,01-10-2014,0.3,0.7,0.4,0.7,0.4,1.06,LOW,HIGH,HIGH
01-11-2014,656500,183.99,147.62,291,14829.59,76,278,0.26,0.27,0,0,0,0,0,0,598,240,240,562,0.4,0.43,889,15069.59,316,840,0.36,0.38,01-11-2014,0.33,0.67,0.34,0.67,0.38,1.25,LOW,LOW,HIGH
01-12-2014,656500,183.99,181.35,255,14673.2,72,243,0.28,0.3,1,0,0,1,0,0,668,314,314,628,0.47,0.5,924,14987.2,386,872,0.42,0.44,01-12-2014,0.28,0.72,0.44,0.72,0.44,1.01,LOW,HIGH,HIGH
01-01-2015,656500,183.99,164.34,283,14461.61,75,273,0.27,0.27,0,0,0,0,0,0,801,69612.59,361,742,0.45,0.49,1084,84074.2,436,1015,0.4,0.43,01-01-2015,0.27,0.73,0.46,0.73,0.43,1.12,LOW,HIGH,HIGH
01-02-2015,656500,183.99,166.8,296,15199.41,82,291,0.28,0.28,0,0,0,0,0,0,702,58685.43,296,649,0.42,0.46,998,73884.84,378,940,0.38,0.4,01-02-2015,0.31,0.69,0.38,0.69,0.4,1.1,LOW,HIGH,HIGH
01-03-2015,656500,183.99,161.88,299,14638.24,77,286,0.26,0.27,0,0,0,0,0,0,812,63213.42,322,747,0.4,0.43,1111,77851.66,399,1033,0.36,0.39,01-03-2015,0.28,0.72,0.44,0.72,0.39,1.14,LOW,LOW,HIGH
01-04-2015,656500,183.99,159.43,278,11039.4,55,265,0.2,0.21,0,0,0,0,0,0,751,56080.13,290,695,0.39,0.42,1029,67119.53,345,960,0.34,0.36,01-04-2015,0.28,0.72,0.44,0.72,0.36,1.15,LOW,LOW,HIGH
01-05-2015,656500,183.99,181.42,183,11894.95,61,178,0.33,0.34,0,0,0,0,0,0,568,46531.06,240,542,0.42,0.44,751,58426.01,301,720,0.4,0.42,01-05-2015,0.25,0.75,0.5,0.75,0.42,1.01,HIGH,HIGH,HIGH
01-06-2015,656500,183.99,176.62,251,13247.28,68,241,0.27,0.28,0,0,0,0,0,0,659,50597.25,265,627,0.4,0.42,910,63844.53,333,868,0.37,0.38,01-06-2015,0.28,0.72,0.44,0.72,0.38,1.04,LOW,LOW,HIGH
01-07-2015,656500,183.99,168.55,60,3863.79,19,58,0.32,0.33,0,0,0,0,0,0,228,18950.97,95,217,0.42,0.44,288,22814.76,114,275,0.4,0.41,01-07-2015,0.21,0.79,0.58,0.79,0.41,1.09,HIGH,HIGH,HIGH
01-01-2014,658923,22.29,22.1,237,1529.32,53,224,0.22,0.24,0,0,0,0,0,0,705,215,215,639,0.3,0.34,942,1744.32,268,863,0.28,0.31,01-01-2014,0.26,0.74,0.48,0.74,0.31,1.01,LOW,LOW,HIGH
01-02-2014,658923,16.79,17.52,272,1138.11,45,256,0.17,0.18,4,0,0,4,0,0,727,223,223,681,0.31,0.33,1003,1361.11,268,941,0.27,0.28,01-02-2014,0.28,0.72,0.44,0.72,0.28,0.96,LOW,LOW,LOW
01-03-2014,658923,21.31,21.43,306,1557.75,53,291,0.17,0.18,2,0,0,2,0,0,581,185,185,552,0.32,0.34,889,1742.75,238,845,0.27,0.28,01-03-2014,0.35,0.65,0.3,0.65,0.28,0.99,LOW,LOW,LOW
01-04-2014,658923,21.94,22.05,248,1319.4,48,234,0.19,0.21,3,20.49,1,3,0.33,0.33,623,185,185,578,0.3,0.32,874,1524.89,234,815,0.27,0.29,01-04-2014,0.29,0.71,0.42,0.71,0.29,1,LOW,LOW,LOW
01-05-2014,658923,21.26,20.76,242,1155.75,47,235,0.19,0.2,1,0,0,1,0,0,638,185,185,587,0.29,0.32,881,1340.75,232,823,0.26,0.28,01-05-2014,0.29,0.71,0.42,0.71,0.28,1.02,LOW,LOW,HIGH
01-06-2014,658923,20.04,19.97,272,1327.86,53,259,0.19,0.2,0,0,0,0,0,0,605,166,166,553,0.27,0.3,877,1493.86,219,812,0.25,0.27,01-06-2014,0.32,0.68,0.36,0.68,0.27,1,LOW,LOW,LOW
01-07-2014,658923,20.29,20.21,223,1075.37,40,218,0.18,0.18,1,0,0,1,0,0,582,190,190,551,0.33,0.34,806,1265.37,230,770,0.29,0.3,01-07-2014,0.28,0.72,0.44,0.72,0.3,1,LOW,LOW,LOW
01-08-2014,658923,17.3,20.21,345,1757.3,76,330,0.22,0.23,2,0,0,2,0,0,833,260,260,788,0.31,0.33,1180,2017.3,336,1120,0.28,0.3,01-08-2014,0.3,0.7,0.4,0.7,0.3,0.86,LOW,LOW,MID
01-09-2014,658923,20.29,20.16,273,1481.17,52,263,0.19,0.2,1,0,0,1,0,0,625,191,191,594,0.31,0.32,899,1672.17,243,858,0.27,0.28,01-09-2014,0.31,0.69,0.38,0.69,0.28,1.01,LOW,LOW,HIGH
01-10-2014,658923,17.25,20.39,375,1888.32,75,356,0.2,0.21,2,0,0,2,0,0,820,244,244,766,0.3,0.32,1197,2132.32,319,1124,0.27,0.28,01-10-2014,0.32,0.68,0.36,0.68,0.28,0.85,LOW,LOW,MID
01-11-2014,658923,23.82,18.51,243,1056.06,40,234,0.16,0.17,2,0,0,2,0,0,466,144,144,447,0.31,0.32,711,1200.06,184,683,0.26,0.27,01-11-2014,0.35,0.65,0.3,0.65,0.27,1.29,LOW,LOW,HIGH
01-12-2014,658923,25.29,22.22,252,1289.79,44,242,0.17,0.18,0,0,0,0,0,0,436,123,123,415,0.28,0.3,688,1412.79,167,657,0.24,0.25,01-12-2014,0.37,0.63,0.26,0.63,0.25,1.14,LOW,LOW,HIGH
01-01-2015,658923,25.17,21.73,350,1680.93,56,342,0.16,0.16,0,0,0,0,0,0,602,5134.86,183,578,0.3,0.32,952,6815.79,239,920,0.25,0.26,01-01-2015,0.37,0.63,0.26,0.63,0.26,1.16,LOW,LOW,HIGH
01-02-2015,658923,16.79,20.5,369,1899.81,84,355,0.23,0.24,1,0,0,1,0,0,741,5392.39,230,693,0.31,0.33,1111,7292.2,314,1049,0.28,0.3,01-02-2015,0.34,0.66,0.32,0.66,0.3,0.82,LOW,LOW,MID
01-03-2015,658923,25.29,23.34,356,1745.01,59,340,0.17,0.17,0,0,0,0,0,0,603,5032.71,172,570,0.29,0.3,959,6777.72,231,910,0.24,0.25,01-03-2015,0.37,0.63,0.26,0.63,0.25,1.08,LOW,LOW,HIGH
01-04-2015,658923,25.29,21.81,344,1627.66,55,334,0.16,0.16,0,0,0,0,0,0,603,5014,166,577,0.28,0.29,947,6641.66,221,911,0.23,0.24,01-04-2015,0.37,0.63,0.26,0.63,0.24,1.16,LOW,MID,HIGH
01-05-2015,658923,15.18,23.86,313,1964.52,72,304,0.23,0.24,1,0,0,1,0,0,758,6936.88,269,713,0.35,0.38,1072,8901.4,341,1018,0.32,0.33,01-05-2015,0.3,0.7,0.4,0.7,0.33,0.64,LOW,LOW,MID
01-06-2015,658923,25.29,23.57,231,1087.47,38,224,0.16,0.17,0,0,0,0,0,0,586,5260.32,175,558,0.3,0.31,817,6347.79,213,782,0.26,0.27,01-06-2015,0.29,0.71,0.42,0.71,0.27,1.07,LOW,LOW,HIGH
01-07-2015,658923,25.29,23.56,77,328.77,10,75,0.13,0.13,0,0,0,0,0,0,148,1138.05,42,144,0.28,0.29,225,1466.82,52,219,0.23,0.24,01-07-2015,0.34,0.66,0.32,0.66,0.24,1.07,LOW,MID,HIGH
01-01-2014,665698,178.99,163.95,771,34043.79,169,735,0.22,0.23,7,0,0,6,0,0,2479,901,901,2331,0.36,0.39,3257,34944.79,1070,3072,0.33,0.35,01-01-2014,0.24,0.76,0.52,0.76,0.35,1.09,HIGH,LOW,HIGH
01-02-2014,665698,178.99,165.91,739,31931.7,152,707,0.21,0.21,1,0,0,1,0,0,2078,843,843,1960,0.41,0.43,2818,32774.7,995,2668,0.35,0.37,01-02-2014,0.27,0.73,0.46,0.73,0.37,1.08,LOW,LOW,HIGH
01-03-2014,665698,178.56,159.64,818,38446.93,183,785,0.22,0.23,4,715.96,1,4,0.25,0.25,2244,920,920,2097,0.41,0.44,3066,40082.89,1104,2886,0.36,0.38,01-03-2014,0.27,0.73,0.46,0.73,0.38,1.12,LOW,LOW,HIGH
01-04-2014,665698,170.04,150.9,862,34697.05,185,818,0.21,0.23,7,152.14,1,6,0.14,0.17,2342,908,908,2169,0.39,0.42,3211,35757.19,1094,2993,0.34,0.37,01-04-2014,0.28,0.72,0.44,0.72,0.37,1.13,LOW,LOW,HIGH
01-05-2014,665698,176.14,152.91,692,29005.2,151,656,0.22,0.23,1,178.99,1,1,1,1,1918,782,782,1814,0.41,0.43,2611,29966.19,934,2471,0.36,0.38,01-05-2014,0.27,0.73,0.46,0.73,0.38,1.15,LOW,LOW,HIGH
01-06-2014,665698,178.99,149.99,769,33211.55,169,746,0.22,0.23,2,0,0,2,0,0,1923,802,802,1820,0.42,0.44,2694,34013.55,971,2568,0.36,0.38,01-06-2014,0.29,0.71,0.42,0.71,0.38,1.19,LOW,LOW,HIGH
01-07-2014,665698,178.99,154.02,739,33918.57,167,712,0.23,0.23,6,0,0,5,0,0,2084,913,913,1968,0.44,0.46,2829,34831.57,1080,2685,0.38,0.4,01-07-2014,0.27,0.73,0.46,0.73,0.4,1.16,LOW,HIGH,HIGH
01-08-2014,665698,178.99,145.83,847,35305.75,171,818,0.2,0.21,4,0,0,4,0,0,1866,825,825,1766,0.44,0.47,2717,36130.75,996,2588,0.37,0.38,01-08-2014,0.32,0.68,0.36,0.68,0.38,1.23,LOW,LOW,HIGH
01-09-2014,665698,178.99,153.54,1084,43414,219,1043,0.2,0.21,3,0,0,3,0,0,2154,901,901,2048,0.42,0.44,3241,44315,1120,3094,0.35,0.36,01-09-2014,0.34,0.66,0.32,0.66,0.36,1.17,LOW,LOW,HIGH
01-10-2014,665698,178.99,155.27,1189,43843.58,215,1147,0.18,0.19,2,0,0,2,0,0,2220,900,900,2109,0.41,0.43,3411,44743.58,1115,3258,0.33,0.34,01-10-2014,0.35,0.65,0.3,0.65,0.34,1.15,LOW,LOW,HIGH
01-11-2014,665698,178.99,148.37,836,35941.18,180,812,0.22,0.22,2,0,0,2,0,0,1880,793,793,1792,0.42,0.44,2718,36734.18,973,2606,0.36,0.37,01-11-2014,0.31,0.69,0.38,0.69,0.37,1.21,LOW,LOW,HIGH
01-12-2014,665698,178.99,144.56,916,46005.79,218,883,0.24,0.25,3,0,0,3,0,0,2092,941,941,1999,0.45,0.47,3011,46946.79,1159,2885,0.38,0.4,01-12-2014,0.31,0.69,0.38,0.69,0.4,1.24,LOW,HIGH,HIGH
01-01-2015,665698,178.99,156.17,1081,52111.14,251,1044,0.23,0.24,0,0,0,0,0,0,2489,208057.88,1047,2360,0.42,0.44,3570,260169.02,1298,3404,0.36,0.38,01-01-2015,0.31,0.69,0.38,0.69,0.38,1.15,LOW,LOW,HIGH
01-02-2015,665698,178.99,155.56,972,42724.9,212,932,0.22,0.23,0,0,0,0,0,0,2367,202367.79,1020,2238,0.43,0.46,3339,245092.69,1232,3170,0.37,0.39,01-02-2015,0.29,0.71,0.42,0.71,0.39,1.15,LOW,LOW,HIGH
01-03-2015,665698,178.99,144.59,1024,58352.51,304,991,0.3,0.31,0,0,0,0,0,0,2666,220443.99,1097,2561,0.41,0.43,3690,278796.5,1401,3552,0.38,0.39,01-03-2015,0.28,0.72,0.44,0.72,0.39,1.24,LOW,LOW,HIGH
01-04-2015,665698,178.99,142.95,1087,59723.58,290,1043,0.27,0.28,0,0,0,0,0,0,3008,236993.39,1176,2867,0.39,0.41,4095,296716.97,1466,3910,0.36,0.37,01-04-2015,0.27,0.73,0.46,0.73,0.37,1.25,LOW,LOW,HIGH
01-05-2015,665698,178.99,146.38,885,41087.14,210,850,0.24,0.25,0,0,0,0,0,0,2700,205874.23,1030,2574,0.38,0.4,3585,246961.37,1240,3424,0.35,0.36,01-05-2015,0.25,0.75,0.5,0.75,0.36,1.22,HIGH,LOW,HIGH
01-06-2015,665698,178.99,144.59,963,48148.31,251,929,0.26,0.27,0,0,0,0,0,0,2825,212998.1,1060,2693,0.38,0.39,3788,261146.41,1311,3622,0.35,0.36,01-06-2015,0.26,0.74,0.48,0.74,0.36,1.24,LOW,LOW,HIGH
01-07-2015,665698,178.99,141.04,269,14140.21,71,261,0.26,0.27,0,0,0,0,0,0,869,69627.11,330,825,0.38,0.4,1138,83767.32,401,1086,0.35,0.37,01-07-2015,0.24,0.76,0.52,0.76,0.37,1.27,HIGH,LOW,HIGH
01-01-2014,665699,103.99,99.23,1269,43930.36,302,1213,0.24,0.25,4,166.38,1,4,0.25,0.25,3582,1626,1626,3332,0.45,0.49,4855,45722.74,1929,4549,0.4,0.42,01-01-2014,0.27,0.73,0.46,0.73,0.42,1.05,LOW,HIGH,HIGH
01-02-2014,665699,103.99,95.13,1227,37649.37,279,1161,0.23,0.24,2,0,0,2,0,0,3028,1337,1337,2816,0.44,0.47,4257,38986.37,1616,3979,0.38,0.41,01-02-2014,0.29,0.71,0.42,0.71,0.41,1.09,LOW,HIGH,HIGH
01-03-2014,665699,103.74,95.2,1325,42911.22,318,1270,0.24,0.25,4,0,0,4,0,0,3435,1586,1586,3197,0.46,0.5,4764,44497.22,1904,4471,0.4,0.43,01-03-2014,0.28,0.72,0.44,0.72,0.43,1.09,LOW,HIGH,HIGH
01-04-2014,665699,98.79,87.54,1400,44496.96,338,1340,0.24,0.25,1,0,0,1,0,0,3688,1704,1704,3432,0.46,0.5,5089,46200.96,2042,4773,0.4,0.43,01-04-2014,0.28,0.72,0.44,0.72,0.43,1.13,LOW,HIGH,HIGH
01-05-2014,665699,102.34,87.66,1479,49764.11,361,1413,0.24,0.26,0,0,0,0,0,0,3638,1632,1632,3376,0.45,0.48,5117,51396.11,1993,4789,0.39,0.42,01-05-2014,0.3,0.7,0.4,0.7,0.42,1.17,LOW,HIGH,HIGH
01-06-2014,665699,103.99,81.42,1489,59570.5,410,1412,0.28,0.29,5,88.39,1,5,0.2,0.2,3415,1652,1652,3211,0.48,0.51,4909,61310.89,2063,4628,0.42,0.45,01-06-2014,0.31,0.69,0.38,0.69,0.45,1.28,LOW,HIGH,HIGH
01-07-2014,665699,103.99,82.4,1330,51526.98,364,1270,0.27,0.29,3,0,0,3,0,0,3961,1955,1955,3765,0.49,0.52,5294,53481.98,2319,5038,0.44,0.46,01-07-2014,0.25,0.75,0.5,0.75,0.46,1.26,LOW,HIGH,HIGH
01-08-2014,665699,103.99,82.49,1609,59882.58,426,1541,0.26,0.28,3,176.78,1,3,0.33,0.33,3252,1587,1587,3080,0.49,0.52,4864,61646.36,2014,4624,0.41,0.44,01-08-2014,0.33,0.67,0.34,0.67,0.44,1.26,LOW,HIGH,HIGH
01-09-2014,665699,103.99,88.92,1774,69548.44,487,1703,0.27,0.29,3,0,0,3,0,0,3790,1813,1813,3573,0.48,0.51,5567,71361.44,2300,5279,0.41,0.44,01-09-2014,0.32,0.68,0.36,0.68,0.44,1.17,LOW,HIGH,HIGH
01-10-2014,665699,103.99,92.36,1586,70525.97,497,1508,0.31,0.33,2,176.78,1,2,0.5,0.5,3704,1841,1841,3500,0.5,0.53,5292,72543.75,2339,5010,0.44,0.47,01-10-2014,0.3,0.7,0.4,0.7,0.47,1.13,LOW,HIGH,HIGH
01-11-2014,665699,103.99,88.29,1379,55447.45,386,1329,0.28,0.29,0,0,0,0,0,0,2952,1484,1484,2792,0.5,0.53,4331,56931.45,1870,4121,0.43,0.45,01-11-2014,0.32,0.68,0.36,0.68,0.45,1.18,LOW,HIGH,HIGH
01-12-2014,665699,103.99,88.71,1465,72499.71,480,1411,0.33,0.34,2,0,0,2,0,0,3580,1860,1860,3380,0.52,0.55,5047,74359.71,2340,4793,0.46,0.49,01-12-2014,0.29,0.71,0.42,0.71,0.49,1.17,LOW,HIGH,HIGH
01-01-2015,665699,103.99,83.63,1710,76308.86,546,1638,0.32,0.33,0,0,0,0,0,0,4263,303962.84,2128,3999,0.5,0.53,5973,380271.7,2674,5637,0.45,0.47,01-01-2015,0.29,0.71,0.42,0.71,0.47,1.24,LOW,HIGH,HIGH
01-02-2015,665699,103.99,82.19,1632,77791.76,548,1552,0.34,0.35,0,0,0,0,0,0,3918,272889.48,1896,3717,0.48,0.51,5550,350681.24,2444,5269,0.44,0.46,01-02-2015,0.29,0.71,0.42,0.71,0.46,1.27,LOW,HIGH,HIGH
01-03-2015,665699,103.99,79.04,1759,88286.4,621,1685,0.35,0.37,0,0,0,0,0,0,4449,312742.04,2213,4210,0.5,0.53,6208,401028.44,2834,5895,0.46,0.48,01-03-2015,0.29,0.71,0.42,0.71,0.48,1.32,LOW,HIGH,HIGH
01-04-2015,665699,103.99,82.27,1652,81033.12,573,1588,0.35,0.36,0,0,0,0,0,0,4658,312904.64,2171,4416,0.47,0.49,6310,393937.76,2744,6004,0.43,0.46,01-04-2015,0.26,0.74,0.48,0.74,0.46,1.26,LOW,HIGH,HIGH
01-05-2015,665699,103.99,82.47,1430,66704.35,478,1375,0.33,0.35,0,0,0,0,0,0,4149,282582.2,1903,3928,0.46,0.48,5579,349286.55,2381,5303,0.43,0.45,01-05-2015,0.26,0.74,0.48,0.74,0.45,1.26,LOW,HIGH,HIGH
01-06-2015,665699,103.99,84.98,1635,73520.93,542,1567,0.33,0.35,0,0,0,0,0,0,4682,305314.64,2138,4425,0.46,0.48,6317,378835.57,2680,5992,0.42,0.45,01-06-2015,0.26,0.74,0.48,0.74,0.45,1.22,LOW,HIGH,HIGH
01-07-2015,665699,103.99,88.28,468,20486.03,155,445,0.33,0.35,0,0,0,0,0,0,1397,98166.56,663,1308,0.47,0.51,1865,118652.59,818,1753,0.44,0.47,01-07-2015,0.25,0.75,0.5,0.75,0.47,1.18,LOW,HIGH,HIGH
01-01-2014,679088,101.99,68.92,280,9117.59,87,266,0.31,0.33,1,101.99,1,1,1,1,882,359,359,823,0.41,0.44,1163,9578.58,447,1090,0.38,0.41,01-01-2014,0.24,0.76,0.52,0.76,0.41,1.48,HIGH,HIGH,HIGH
01-02-2014,679088,101.99,81.25,202,5834.87,52,198,0.26,0.26,0,0,0,0,0,0,716,326,326,670,0.46,0.49,918,6160.87,378,868,0.41,0.44,01-02-2014,0.23,0.77,0.54,0.77,0.44,1.26,HIGH,HIGH,HIGH
01-03-2014,679088,95.99,67.46,283,11003.9,104,271,0.37,0.38,0,0,0,0,0,0,774,365,365,726,0.47,0.5,1057,11368.9,469,997,0.44,0.47,01-03-2014,0.27,0.73,0.46,0.73,0.47,1.42,LOW,HIGH,HIGH
01-04-2014,679088,101.99,70.48,238,7588.02,73,224,0.31,0.33,0,0,0,0,0,0,621,299,299,582,0.48,0.51,859,7887.02,372,806,0.43,0.46,01-04-2014,0.28,0.72,0.44,0.72,0.46,1.45,LOW,HIGH,HIGH
01-05-2014,679088,101.99,72.09,219,6640.64,61,202,0.28,0.3,0,0,0,0,0,0,670,230,230,640,0.34,0.36,889,6870.64,291,842,0.33,0.35,01-05-2014,0.24,0.76,0.52,0.76,0.35,1.41,HIGH,LOW,HIGH
01-06-2014,679088,101.99,66.76,200,5313.67,48,190,0.24,0.25,0,0,0,0,0,0,475,199,199,453,0.42,0.44,675,5512.67,247,643,0.37,0.38,01-06-2014,0.3,0.7,0.4,0.7,0.38,1.53,LOW,LOW,HIGH
01-07-2014,679088,101.99,65.83,174,5578.85,48,173,0.28,0.28,0,0,0,0,0,0,538,263,263,515,0.49,0.51,712,5841.85,311,688,0.44,0.45,01-07-2014,0.25,0.75,0.5,0.75,0.45,1.55,LOW,HIGH,HIGH
01-08-2014,679088,101.99,64.19,175,5471.76,51,167,0.29,0.31,0,0,0,0,0,0,476,220,220,445,0.46,0.49,651,5691.76,271,612,0.42,0.44,01-08-2014,0.27,0.73,0.46,0.73,0.44,1.59,LOW,HIGH,HIGH
01-09-2014,679088,101.99,65.91,222,7741.04,72,215,0.32,0.33,0,0,0,0,0,0,487,237,237,469,0.49,0.51,709,7978.04,309,684,0.44,0.45,01-09-2014,0.31,0.69,0.38,0.69,0.45,1.55,LOW,HIGH,HIGH
01-10-2014,679088,102.34,73.3,210,7486.4,71,200,0.34,0.36,2,0,0,2,0,0,511,245,245,484,0.48,0.51,723,7731.4,316,686,0.44,0.46,01-10-2014,0.29,0.71,0.42,0.71,0.46,1.4,LOW,HIGH,HIGH
01-11-2014,679088,101.99,68.8,175,6823.13,62,169,0.35,0.37,2,0,0,2,0,0,418,195,195,396,0.47,0.49,595,7018.13,257,567,0.43,0.45,01-11-2014,0.3,0.7,0.4,0.7,0.45,1.48,LOW,HIGH,HIGH
